"","cell_id","step_ix","simulation_i","sim_time","num_molecules","mult","lib_size"
"429","cell429",762,16,180.000000000001,9006828,1.63195814459506,4071135
"430","cell430",916,19,250.00833333327,9110107,0.611082116457723,4571026
"431","cell431",3371,69,300.008333333225,11791385,1.69207188300239,17891228
"432","cell432",3222,66,280.008333333243,11075194,1.43318038387789,14537640
"433","cell433",2194,45,290.008333333234,11204802,0.940065547784783,14720945
"434","cell434",400,9,0,8383013,0.923692395572515,2948667
"435","cell435",3062,63,150.000000000028,9851418,0.456923204143037,6724211
"436","cell436",2205,45,408,11752948,0.276906444874213,17340138
"437","cell437",1399,29,180.000000000001,10028355,1.3332781202957,7741049
"438","cell438",2754,57,10.0000000000001,8435923,1.43832617577695,3270200
"439","cell439",4008,82,300.008333333225,10091890,1.43585403240699,8008896
"440","cell440",3459,71,200.008333333316,10559225,1.58817571826103,12363749
"441","cell441",4874,100,140.000000000037,9179947,1.43847513887062,4798697
"442","cell442",1173,24,370.008333333161,9915895,1.5064156088356,7132683
"443","cell443",2036,42,180.000000000001,9095953,0.658508880887782,4559953
"444","cell444",4008,82,300.008333333225,10091890,0.44946444087699,8034738
"445","cell445",2688,55,330.008333333198,10922805,0.866251655662202,13767222
"446","cell446",680,14,340.008333333188,11504750,0.319120578160921,15859951
"447","cell447",2297,47,340.008333333188,12057882,0.840699576303096,22182412
"448","cell448",2139,44,230.008333333288,9741642,1.12217873201338,6271790
"449","cell449",3560,73,230.008333333288,10431871,1.03128126264956,10970435
"450","cell450",1550,32,220.008333333298,11040357,0.342636883523922,14328558
"451","cell451",1400,29,190.008333333325,10253878,0.545942333556287,9465571
"452","cell452",2481,51,220.008333333298,10606626,1.53108960220403,12870383
"453","cell453",3110,64,140.000000000037,9446658,0.6120290544143,5541374
"454","cell454",3418,70,280.008333333243,10381652,0.915819080604935,10556197
"455","cell455",1792,37,190.008333333325,9104551,1.90978770159555,4562809
"456","cell456",20,1,110.000000000034,9149055,1.53016576901461,4738203
"457","cell457",4096,84,200.008333333316,10096919,0.276464471470456,8212950
"458","cell458",731,15,360.00833333317,10680296,1.75953327636545,13121158
"459","cell459",1107,23,200.008333333316,10554770,0.532471148650602,12225239
"460","cell460",2288,47,250.00833333327,10580742,0.758087670727303,12509871
"461","cell461",4496,92,280.008333333243,10074523,1.4182120982259,7893798
"462","cell462",2037,42,190.008333333325,9125276,0.431695357717639,4644260
"463","cell463",920,19,290.008333333234,10677664,1.88119504936116,13111969
"464","cell464",916,19,250.00833333327,9110107,1.41818440431603,4571577
"465","cell465",2430,50,200.008333333316,10509173,0.868106058121847,11507396
"466","cell466",675,14,290.008333333234,9780097,0.541616078777056,6381714
"467","cell467",454,10,40.0083333333317,8761041,0.990231928557134,3821159
"468","cell468",2029,42,110.000000000034,9193089,1.08174706184475,4930100
"469","cell469",2958,61,90.0000000000177,9366341,1.10593585058389,5510745
"470","cell470",467,10,170.00000000001,8922635,0.969767289187827,3970930
"471","cell471",3851,79,200.008333333316,11069967,1.74591994081285,14532382
"472","cell472",3687,76,30.0083333333323,8542363,1.30538314702001,3633334
"473","cell473",2039,42,210.008333333307,9841883,0.311372166710661,6641317
"474","cell474",4495,92,270.008333333252,9898846,0.918912322566929,7055595
"475","cell475",4303,88,310.008333333216,11552525,0.747721309189869,15970277
"476","cell476",3415,70,250.00833333327,9232077,0.54352109220835,5367344
"477","cell477",4007,82,290.008333333234,9539642,1.56335944105492,5569862
"478","cell478",2429,50,190.008333333325,10120721,1.20971379254146,8388055
"479","cell479",3062,63,150.000000000028,9851418,1.32211563243711,6724438
"480","cell480",1109,23,220.008333333298,11036267,1.31261590252655,14251510
"481","cell481",1110,23,230.008333333288,11210691,1.43320080514381,14723742
"482","cell482",2475,51,160.000000000019,9361465,0.336510855618171,5497131
"483","cell483",1211,25,260.008333333261,12016403,1.89857682460756,21390367
"484","cell484",1749,36,250.00833333327,11136733,0.539574661474593,14661352
"485","cell485",1105,23,180.000000000001,9872197,1.49386517500417,6748016
"486","cell486",663,14,170.00000000001,9159354,0.625671060920453,4789411
"487","cell487",2589,53,320.008333333207,9992308,1.03173694839942,7694518
"488","cell488",3754,77,210.008333333307,10301150,1.07188664504987,9994562
"489","cell489",3809,78,270.008333333252,11564668,1.27924943710701,16027220
"490","cell490",3414,70,240.008333333279,9052503,0.969985673351495,4180957
"491","cell491",869,18,270.008333333252,10024998,0.807380174735358,7734047
"492","cell492",4371,90,10.0000000000001,8440585,0.617766634900127,3319506
"493","cell493",477,10,270.008333333252,9207214,1.52390909294288,4996119
"494","cell494",77,2,190.008333333325,10394657,0.915976302968867,10644718
"495","cell495",2332,48,200.008333333316,9533100,0.622862310857949,5569752
"496","cell496",3611,74,250.00833333327,10039436,0.548750577239379,7752298
"497","cell497",1545,32,170.00000000001,9924255,1.23125094355318,7201590
"498","cell498",4299,88,270.008333333252,10762911,1.2183559142117,13311957
"499","cell499",746,16,20.0083333333328,8432784,1.85009707112772,3200941
"500","cell500",4253,87,300.008333333225,10190486,1.35193558741793,9364926
"501","cell501",4284,88,120.000000000042,9230469,1.75505510457057,5333843
"502","cell502",420,9,190.008333333325,10384100,1.03878577384999,10586034
"503","cell503",3067,63,200.008333333316,10988850,1.75577970196979,13900064
"504","cell504",2387,49,260.008333333261,11949057,0.285985491834726,20307806
"505","cell505",1745,36,210.008333333307,10161596,0.624174830151303,9109003
"506","cell506",3658,75,230.008333333288,11139557,1.50067840279196,14664770
"507","cell507",82,2,240.008333333279,11852687,0.480103524840116,19310406
"508","cell508",3940,81,110.000000000034,9030130,0.55315787902598,4134786
"509","cell509",2239,46,250.00833333327,11046285,1.27952401804987,14465028
"510","cell510",1312,27,290.008333333234,9885573,0.777300306459535,6802069
"511","cell511",770,16,260.008333333261,10093410,0.44113314187052,8125808
"512","cell512",1221,25,360.00833333317,11917523,0.54060855304313,19789789
"513","cell513",2377,49,160.000000000019,10296752,1.00649231871777,9971494
"514","cell514",3217,66,230.008333333288,9910273,0.334504332981139,7068878
"515","cell515",4592,94,260.008333333261,11879232,1.91833452360594,19366546
"516","cell516",4369,90,0,8344744,0.371449891199688,2888567
"517","cell517",2241,46,270.008333333252,11655160,0.713560140732017,16244330
"518","cell518",2767,57,140.000000000037,10001106,0.731639544652185,7707409
"519","cell519",2286,47,230.008333333288,10239387,1.3238256187744,9408565
"520","cell520",1010,21,210.008333333307,9508407,0.405338157223816,5569712
"521","cell521",2334,48,220.008333333298,10245090,0.461439332965857,9416587
"522","cell522",2333,48,210.008333333307,9889298,0.756553225710162,7008367
"523","cell523",477,10,270.008333333252,9207214,0.532493133213388,5018737
"524","cell524",4303,88,310.008333333216,11552525,1.44045415902307,15971247
"525","cell525",4301,88,290.008333333234,11179391,0.467371967260943,14682153
"526","cell526",600,13,30.0083333333323,8472712,1.45625524654803,3393159
"527","cell527",2056,42,380.008333333152,12017508,1.34533134378177,21440272
"528","cell528",3658,75,230.008333333288,11139557,0.771404091772394,14665102
"529","cell529",1971,41,20.0083333333328,8409617,0.542658027144635,3198004
"530","cell530",2690,55,350.008333333179,11057936,0.685230080880142,14527797
"531","cell531",4153,85,280.008333333243,11505532,0.75663920166515,15880472
"532","cell532",2139,44,230.008333333288,9741642,0.281916382667946,6271871
"533","cell533",917,19,260.008333333261,9492810,1.26484061378817,5561756
"534","cell534",1351,28,190.008333333325,10189136,1.43824912965224,9346527
"535","cell535",417,9,160.000000000019,9305845,1.11492259564499,5460785
"536","cell536",1355,28,230.008333333288,10929864,1.34568965133827,13772649
"537","cell537",2140,44,240.008333333279,10183050,1.58989577332581,9344143
"538","cell538",3557,73,200.008333333316,9319227,1.55224095194625,5471361
"539","cell539",1705,35,300.008333333225,11722830,1.22108814017371,17087089
"540","cell540",4009,82,310.008333333216,10367356,0.705480102355479,10423273
"541","cell541",87,2,290.008333333234,11844793,1.43343994841857,19276987
"542","cell542",2253,46,390.008333333143,11825180,1.52741316217063,18738245
"543","cell543",1591,33,140.000000000037,9733307,0.627343306160982,6246461
"544","cell544",2483,51,240.008333333279,11106359,1.22038294596656,14568492
"545","cell545",2427,50,170.00000000001,9290925,0.445112064478324,5457369
"546","cell546",824,17,310.008333333216,10574888,1.54926718036698,12483411
"547","cell547",4545,93,280.008333333243,11656290,1.34730526975186,16247340
"548","cell548",2368,49,70.0000000000018,9147790,0.976123997083643,4733018
"549","cell549",418,9,170.00000000001,9595260,0.618982571446492,5632930
"550","cell550",1458,30,280.008333333243,10796993,1.38007754729774,13394285
"551","cell551",1651,34,250.00833333327,10331991,0.969444911686626,10087021
"552","cell552",2969,61,200.008333333316,11133832,1.48844739908966,14622973
"553","cell553",4193,86,190.008333333325,10051075,0.753930880073896,7768531
"554","cell554",3550,73,130.000000000046,9213364,0.543523303209748,5216214
"555","cell555",4847,99,360.00833333317,11860921,0.919230880304666,19327236
"556","cell556",4197,86,230.008333333288,10850112,0.468246519906171,13620780
"557","cell557",3561,73,240.008333333279,10703447,0.43697520962862,13232570
"558","cell558",1783,37,100.000000000026,9132280,1.07580140788044,4679658
"559","cell559",1088,23,10.0000000000001,8503303,1.44256125877123,3535062
"560","cell560",418,9,170.00000000001,9595260,0.829025190273854,5637815
"561","cell561",4832,99,210.008333333307,10421491,1.56621580328481,10956566
"562","cell562",2431,50,210.008333333307,10885375,0.940933292736463,13726523
"563","cell563",3864,79,330.008333333198,11825949,0.75377881171211,18815680
"564","cell564",2727,56,230.008333333288,10276852,0.464903116351804,9710469
"565","cell565",3415,70,250.00833333327,9232077,1.0586746827126,5376784
"566","cell566",4832,99,210.008333333307,10421491,0.818717931251822,10957163
"567","cell567",667,14,210.008333333307,9128720,1.11898128055724,4667984
"568","cell568",1382,29,10.0000000000001,8386979,0.622664831017197,3083154
"569","cell569",3514,72,260.008333333261,10420972,1.42551984189385,10928249
"570","cell570",2050,42,320.008333333207,11875803,1.53528234592075,19332425
"571","cell571",490,10,408,11959033,0.508359104350101,20517472
"572","cell572",3814,78,320.008333333207,11950249,1.34561736827572,20338255
"573","cell573",2139,44,230.008333333288,9741642,1.45762302124718,6279989
"574","cell574",4543,93,260.008333333261,11238656,1.39819977242634,14740826
"575","cell575",3222,66,280.008333333243,11075194,0.281879215159287,14539145
"576","cell576",2336,48,240.008333333279,10687764,0.399137127754373,13125095
"577","cell577",3851,79,200.008333333316,11069967,1.58772438689396,14532696
"578","cell578",3067,63,200.008333333316,10988850,1.43654415720225,13902503
"579","cell579",2829,58,270.008333333252,9964988,0.629982913971283,7593044
"580","cell580",4015,82,370.008333333161,12153279,0.611342677701039,22798113
"581","cell581",2141,44,250.00833333327,10625467,1.35666785245633,12964917
"582","cell582",422,9,210.008333333307,10970278,0.457299237330851,13813491
"583","cell583",1650,34,240.008333333279,10068778,1.29163389581726,7825373
"584","cell584",3451,71,120.000000000042,9114066,0.659076370353765,4591964
"585","cell585",683,14,370.008333333161,11963637,0.439387857159267,20535443
"586","cell586",1896,39,250.00833333327,10040636,1.16741972506356,7764460
"587","cell587",1255,26,210.008333333307,9608588,1.2794427438287,5714755
"588","cell588",3758,77,250.00833333327,11072014,0.682492023191151,14536240
"589","cell589",572,12,240.008333333279,9738157,0.390650265057896,6262086
"590","cell590",1176,24,408,10561469,0.835049954388928,12383266
"591","cell591",3070,63,230.008333333288,11299314,1.56277234484134,14937045
"592","cell592",2428,50,180.000000000001,9621297,0.386958527397431,5719569
"593","cell593",2427,50,170.00000000001,9290925,1.29254093508561,5457504
"594","cell594",1406,29,250.00833333327,11587164,0.264418470682591,16056505
"595","cell595",1262,26,280.008333333243,11251252,1.8822824851723,14764730
"596","cell596",2040,42,220.008333333298,10316445,0.687668871588624,10056389
"597","cell597",4194,86,200.008333333316,10372975,0.752519072309167,10541857
"598","cell598",2361,49,0,8239217,1.78640199795718,2709638
"599","cell599",771,16,270.008333333252,10277577,1.38414169031845,9727931
"600","cell600",413,9,120.000000000042,9128273,1.77845110329892,4660894
"601","cell601",1532,32,40.0083333333317,8693248,0.441167929921479,3810218
"602","cell602",1595,33,180.000000000001,10739271,0.597431044266776,13246388
"603","cell603",4831,99,200.008333333316,10353223,1.0295227660312,10156392
"604","cell604",732,15,370.008333333161,10832988,1.58397946878884,13524189
"605","cell605",3174,65,290.008333333234,10076193,0.656178281645079,7948131
"606","cell606",1989,41,200.008333333316,9947028,0.519207899676098,7319368
"607","cell607",1939,40,190.008333333325,9536701,1.50325018700108,5569795
"608","cell608",2324,48,120.000000000042,9065115,0.747827309534866,4278015
"609","cell609",4782,98,200.008333333316,10072046,0.533792052907951,7863359
"610","cell610",3510,72,220.008333333298,9725493,1.42697449173997,5981366
"611","cell611",3550,73,130.000000000046,9213364,1.88588231554969,5218389
"612","cell612",3181,65,360.00833333317,11888014,0.969793343424088,19478241
"613","cell613",3816,78,340.008333333188,11881167,1.05734075378713,19413866
"614","cell614",2428,50,180.000000000001,9621297,0.758917378214866,5720359
"615","cell615",1937,40,170.00000000001,9284957,0.75456423849857,5456378
"616","cell616",916,19,250.00833333327,9110107,1.02999045019715,4571679
"617","cell617",3019,62,210.008333333307,10315357,1.12294268390663,10008815
"618","cell618",919,19,280.008333333243,10400390,1.06317141541223,10645029
"619","cell619",4161,85,360.00833333317,11910520,0.818543606795848,19720580
"620","cell620",4011,82,330.008333333198,10987092,0.755648023224022,13889756
"621","cell621",2069,43,20.0083333333328,8403970,0.611807917422972,3165952
"622","cell622",753,16,90.0000000000177,9020762,0.71006793779166,4090172
"623","cell623",3456,71,170.00000000001,9914584,0.923028787203694,7070717
"624","cell624",4448,91,290.008333333234,11451670,1.27465639280955,15732861
"625","cell625",1059,22,210.008333333307,11261090,0.540751880431538,14910732
"626","cell626",4297,88,250.00833333327,10421332,0.372696936955151,10956251
"627","cell627",3663,75,280.008333333243,11850205,1.88619577509456,19301226
"628","cell628",3223,66,290.008333333234,11196234,0.448104193529401,14713966
"629","cell629",2851,59,0,8344210,1.66106699543349,2883131
"630","cell630",3666,75,310.008333333216,11789380,1.87519161523142,17878061
"631","cell631",2151,44,350.008333333179,11866163,1.48511055012064,19328859
"632","cell632",2921,60,210.008333333307,10671513,1.08376379162978,13062529
"633","cell633",4421,91,20.0083333333328,8499797,0.645520843160583,3511184
"634","cell634",918,19,270.008333333252,10016905,0.949294644219108,7724376
"635","cell635",481,10,310.008333333216,10287122,1.03869159610463,9939994
"636","cell636",1058,22,200.008333333316,10748360,0.530623997663608,13272905
"637","cell637",2243,46,290.008333333234,11807780,0.427500262362683,18058794
"638","cell638",4451,91,320.008333333207,11694611,0.690427644794656,16722879
"639","cell639",1806,37,330.008333333198,10770151,0.569393690137026,13368275
"640","cell640",3557,73,200.008333333316,9319227,1.43979421899611,5471731
"641","cell641",3181,65,360.00833333317,11888014,0.535248185079201,19486450
"642","cell642",3223,66,290.008333333234,11196234,0.716553735854867,14715481
"643","cell643",4897,100,370.008333333161,9939984,0.532454338453051,7276447
"644","cell644",4645,95,300.008333333225,10173578,0.5326219779855,9216381
"645","cell645",2291,47,280.008333333243,11552893,0.791900112716593,15975851
"646","cell646",2194,45,290.008333333234,11204802,0.916391357048927,14721038
"647","cell647",1654,34,280.008333333243,10295750,0.969461507255716,9970836
"648","cell648",1801,37,280.008333333243,10162855,0.752646951525425,9147592
"649","cell649",2264,47,10.0000000000001,8355826,1.5851937789819,2902271
"650","cell650",2732,56,280.008333333243,11640611,0.403490734993185,16131681
"651","cell651",3394,70,40.0083333333317,8619195,1.18814906107244,3778301
"652","cell652",2415,50,50.0083333333311,8990124,0.460011706194226,4044744
"653","cell653",1107,23,200.008333333316,10554770,0.548424462970992,12267047
"654","cell654",1679,35,40.0083333333317,8665730,0.430806179045257,3805560
"655","cell655",679,14,330.008333333198,11203389,0.651397904195672,14717006
"656","cell656",1749,36,250.00833333327,11136733,0.456954008495357,14662806
"657","cell657",3561,73,240.008333333279,10703447,0.34774136015084,13236065
"658","cell658",1150,24,140.000000000037,9506947,1.50620689114352,5569610
"659","cell659",3456,71,170.00000000001,9914584,0.537762910850932,7075182
"660","cell660",2242,46,280.008333333243,11766628,0.814633797002717,17783106
"661","cell661",2827,58,250.00833333327,9674889,0.559212362090826,5859440
"662","cell662",1614,33,370.008333333161,11857357,0.913737844277991,19319321
"663","cell663",422,9,210.008333333307,10970278,0.501534943738961,13814771
"664","cell664",423,9,220.008333333298,11186499,0.567384267035714,14689303
"665","cell665",864,18,220.008333333298,9738083,1.05980193486321,6247843
"666","cell666",3068,63,210.008333333307,11139467,0.535356146090218,14664364
"667","cell667",2190,45,250.00833333327,10464926,1.5303676394345,11253707
"668","cell668",3854,79,230.008333333288,11780510,0.509021301901642,17850325
"669","cell669",1104,23,170.00000000001,9415457,0.97477702340088,5533643
"670","cell670",324,7,210.008333333307,11213224,0.394899886731657,14729795
"671","cell671",2428,50,180.000000000001,9621297,0.734585965061605,5730549
"672","cell672",3558,73,210.008333333307,9730840,1.56722909946395,5994236
"673","cell673",4782,98,200.008333333316,10072046,0.802355447918837,7872838
"674","cell674",2679,55,240.008333333279,10085731,1.88113381163511,7969415
"675","cell675",1312,27,290.008333333234,9885573,0.448277686689356,6827461
"676","cell676",2239,46,250.00833333327,11046285,0.34645105494702,14525816
"677","cell677",2753,57,0,8347162,1.59225034868671,2888948
"678","cell678",1258,26,240.008333333279,10305763,2.00218582939204,10007395
"679","cell679",2330,48,180.000000000001,9161089,1.28027656978804,4792160
"680","cell680",2333,48,210.008333333307,9889298,0.542761036067767,7010162
"681","cell681",2030,42,120.000000000042,9182172,0.392489476981023,4799849
"682","cell682",993,21,40.0083333333317,8680876,0.324798236177778,3806833
"683","cell683",1401,29,200.008333333316,10466558,0.907002757891305,11261342
"684","cell684",2589,53,320.008333333207,9992308,1.43095537858901,7695260
"685","cell685",2476,51,170.00000000001,9599136,0.541467585698371,5685855
"686","cell686",2805,58,30.0083333333323,8507373,1.49380121550041,3550270
"687","cell687",676,14,300.008333333225,10039547,1.27979219197161,7753056
"688","cell688",4004,82,260.008333333261,9073317,0.916291855335913,4423814
"689","cell689",4829,99,180.000000000001,9753835,0.754446730296381,6345298
"690","cell690",2427,50,170.00000000001,9290925,1.5659459929759,5458063
"691","cell691",2378,49,170.00000000001,10540230,0.446241587752566,12146570
"692","cell692",2967,61,180.000000000001,10578209,1.05382303931159,12505918
"693","cell693",3249,67,60.0083333333306,9041131,1.77152378173705,4166878
"694","cell694",3811,78,290.008333333234,11849711,1.91119124597112,19294092
"695","cell695",821,17,280.008333333243,10055617,0.530707937378083,7780922
"696","cell696",4009,82,310.008333333216,10367356,1.11814942607619,10449805
"697","cell697",79,2,210.008333333307,11013514,0.532887636410442,14106417
"698","cell698",3755,77,220.008333333298,10429850,0.535810376286674,10963839
"699","cell699",3659,75,240.008333333279,11358590,1.01131862888655,15381015
"700","cell700",1350,28,180.000000000001,9957224,0.656907373717528,7423999
"701","cell701",195,4,390.008333333143,9791295,1.74516157762561,6425227
"702","cell702",2542,52,340.008333333188,11681054,0.554850912106536,16316643
"703","cell703",4193,86,190.008333333325,10051075,0.398992797810412,7771191
"704","cell704",3513,72,250.00833333327,10174726,1.43972793982054,9294543
"705","cell705",3555,73,180.000000000001,9025911,0.75212317519631,4131507
"706","cell706",2334,48,220.008333333298,10245090,1.72474188053456,9419517
"707","cell707",306,7,30.0083333333323,8646241,1.39004949588122,3793066
"708","cell708",4646,95,310.008333333216,10454514,1.23079184988712,11112575
"709","cell709",4356,89,350.008333333179,10884224,1.41856908488327,13717190
"710","cell710",4794,98,320.008333333207,11965416,1.05113346211385,20536550
"711","cell711",3420,70,300.008333333225,10951822,0.541612670692685,13790265
"712","cell712",2535,52,270.008333333252,10601977,1.42022457386333,12788132
"713","cell713",4010,82,320.008333333207,10595006,1.50115282646401,12608092
"714","cell714",1448,30,180.000000000001,9350607,1.55324654034688,5491330
"715","cell715",2537,52,290.008333333234,11175756,1.04124513829266,14670021
"716","cell716",4427,91,80.0000000000097,9083457,1.12747850936394,4507683
"717","cell717",314,7,110.000000000034,9202973,0.622755918836817,4949315
"718","cell718",3231,66,370.008333333161,11846564,1.00742686022548,19279534
"719","cell719",418,9,170.00000000001,9595260,1.90825770534588,5641108
"720","cell720",3757,77,240.008333333279,10757420,0.972110744133863,13299642
"721","cell721",678,14,320.008333333207,10749383,0.607253439038399,13276745
"722","cell722",2139,44,230.008333333288,9741642,0.31400977117194,6281125
"723","cell723",3278,67,350.008333333179,11160870,0.57013437144072,14666156
"724","cell724",4193,86,190.008333333325,10051075,1.30283187734589,7776850
"725","cell725",3126,64,300.008333333225,11667844,0.459786357009386,16254154
"726","cell726",3807,78,250.00833333327,10886009,1.84459381850272,13739035
"727","cell727",2475,51,160.000000000019,9361465,1.76225717334185,5500149
"728","cell728",974,20,340.008333333188,11847117,1.03874893950973,19284093
"729","cell729",2730,56,260.008333333261,11248582,0.818307657509699,14757707
"730","cell730",3203,66,90.0000000000177,9199494,1.26517412353144,4941835
"731","cell731",3360,69,190.008333333325,9551850,0.991105716578825,5602989
"732","cell732",676,14,300.008333333225,10039547,0.436667575603079,7753688
"733","cell733",3014,62,160.000000000019,9596926,1.36068746932089,5654149
"734","cell734",919,19,280.008333333243,10400390,1.05372210793979,10645040
"735","cell735",3996,82,180.000000000001,9127817,1.29245013118252,4660464
"736","cell736",4106,84,300.008333333225,11792724,1.30858023744183,17892756
"737","cell737",4149,85,240.008333333279,10485246,1.43554037523041,11447393
"738","cell738",919,19,280.008333333243,10400390,1.43071971342703,10645133
"739","cell739",1256,26,220.008333333298,9783967,1.27970339254497,6384666
"740","cell740",2734,56,300.008333333225,11756667,1.88645859970534,17343122
"741","cell741",773,16,290.008333333234,10519643,1.54968686465832,11807166
"742","cell742",4030,83,30.0083333333323,8490127,0.371169643896579,3484475
"743","cell743",406,9,50.0083333333311,9098244,0.46775340816044,4561302
"744","cell744",1487,31,80.0000000000097,9015227,0.980771169955129,4086567
"745","cell745",4009,82,310.008333333216,10367356,1.88632782947781,10521947
"746","cell746",188,4,320.008333333207,10795454,1.33766609298104,13390741
"747","cell747",4193,86,190.008333333325,10051075,0.275529930345443,7776976
"748","cell748",960,20,200.008333333316,10229909,1.74528619104073,9400290
"749","cell749",2829,58,270.008333333252,9964988,0.550520542152034,7597038
"750","cell750",1152,24,160.000000000019,9636929,0.819181814444672,5841275
"751","cell751",4310,88,380.008333333152,11896086,0.800131790694704,19570618
"752","cell752",481,10,310.008333333216,10287122,1.90760391854259,9943596
"753","cell753",959,20,190.008333333325,9841540,0.30676919015774,6639361
"754","cell754",4665,96,10.0000000000001,8437173,0.69603887146823,3278713
"755","cell755",3083,63,360.00833333317,11938027,0.542740778568593,20014240
"756","cell756",977,20,370.008333333161,11793392,0.503471960708784,17919576
"757","cell757",2084,43,170.00000000001,9951312,0.754722616427273,7347475
"758","cell758",417,9,160.000000000019,9305845,0.746077444138062,5462090
"759","cell759",676,14,300.008333333225,10039547,0.533060471796114,7754967
"760","cell760",4296,88,240.008333333279,10430019,0.556290831369655,10968206
"761","cell761",3558,73,210.008333333307,9730840,0.612036944446546,6096055
"762","cell762",1204,25,190.008333333325,10611576,1.33776045816884,12954922
"763","cell763",1064,22,260.008333333261,11895249,0.542246981410032,19560717
"764","cell764",859,18,170.00000000001,9285463,0.794969474934244,5456517
"765","cell765",1749,36,250.00833333327,11136733,0.615440388478559,14662829
"766","cell766",454,10,40.0083333333317,8761041,0.319319825393387,3821911
"767","cell767",1013,21,240.008333333279,10266800,0.570370521365462,9502736
"768","cell768",3430,70,408,11766457,0.285400348758583,17697141
"769","cell769",1210,25,250.00833333327,11968978,0.391081434412501,20638280
"770","cell770",2036,42,180.000000000001,9095953,1.35642987493739,4560199
"771","cell771",4479,92,110.000000000034,9218024,1.69194086338012,5241093
"772","cell772",2336,48,240.008333333279,10687764,0.281710999683957,13125247
"773","cell773",1459,30,290.008333333234,11095060,1.26123624633161,14556641
"774","cell774",1460,30,300.008333333225,11316258,1.43611094635773,15218724
"775","cell775",4198,86,240.008333333279,11202990,1.34859941616979,14716786
"776","cell776",820,17,270.008333333252,9830885,0.34125168940007,6617239
"777","cell777",3412,70,220.008333333298,9135682,1.76522017927603,4711677
"778","cell778",3330,68,380.008333333152,11791429,0.626629848170572,17891378
"779","cell779",2587,53,300.008333333225,9680294,0.814481084219894,5861517
"780","cell780",2578,53,210.008333333307,9753243,0.976565927122996,6343046
"781","cell781",2289,47,260.008333333261,10843952,0.525793376588701,13577587
"782","cell782",417,9,160.000000000019,9305845,0.520500021070445,5462413
"783","cell783",3514,72,260.008333333261,10420972,1.45834487086746,10936128
"784","cell784",1699,35,240.008333333279,10793280,1.38379550259943,13389693
"785","cell785",2332,48,200.008333333316,9533100,0.617454924270406,5569752
"786","cell786",3513,72,250.00833333327,10174726,1.57979071649676,9334488
"787","cell787",780,16,360.00833333317,11300637,0.755405873854484,14953959
"788","cell788",420,9,190.008333333325,10384100,0.52469046385576,10599707
"789","cell789",4300,88,280.008333333243,11017371,0.456661797162755,14142394
"790","cell790",3557,73,200.008333333316,9319227,1.48024807403313,5472129
"791","cell791",2593,53,360.00833333317,10802145,0.655763100398233,13399217
"792","cell792",2782,57,290.008333333234,11740507,1.11762381819046,17336957
"793","cell793",3588,74,20.0083333333328,8480823,0.372126067860524,3439975
"794","cell794",732,15,370.008333333161,10832988,1.49231721833429,13528400
"795","cell795",963,20,230.008333333288,11065340,1.14489885296434,14529616
"796","cell796",4295,88,230.008333333288,10316184,0.707039764988816,10046238
"797","cell797",2236,46,220.008333333298,10422995,0.455805999100965,10957214
"798","cell798",1547,32,190.008333333325,10439682,1.32917607798734,11080924
"799","cell799",1316,27,330.008333333198,11044208,1.83732085722908,14461672
"800","cell800",4352,89,310.008333333216,10631102,0.445665288535677,12969726
"801","cell801",1057,22,190.008333333325,10469990,0.534023329849697,11333118
"802","cell802",2325,48,130.000000000046,9084190,1.22267793248416,4512925
"803","cell803",321,7,180.000000000001,10278083,0.297505640869263,9854027
"804","cell804",4294,88,220.008333333298,10023717,0.753552376599235,7728830
"805","cell805",1107,23,200.008333333316,10554770,0.280800411682059,12283372
"806","cell806",3708,76,240.008333333279,10781230,1.3209413057968,13375242
"807","cell807",774,16,300.008333333225,10634061,0.259918106897678,12973350
"808","cell808",3279,67,360.00833333317,11385395,1.88349922697604,15451578
"809","cell809",2313,48,10.0000000000001,8376177,0.683849317647152,2924650
"810","cell810",3064,63,170.00000000001,10372796,1.8196142021061,10539191
"811","cell811",3278,67,350.008333333179,11160870,0.36877031591616,14666467
"812","cell812",425,9,240.008333333279,11648471,1.34600123857222,16206615
"813","cell813",4010,82,320.008333333207,10595006,0.360739257511517,12609397
"814","cell814",3802,78,200.008333333316,9635309,0.445004431571064,5799304
"815","cell815",3789,78,70.0000000000018,9133252,0.55387836270633,4682653
"816","cell816",777,16,330.008333333198,10872863,0.463381088727682,13708749
"817","cell817",2009,41,408,11812628,0.533054918380228,18089157
"818","cell818",3132,64,360.00833333317,11912687,0.755379631121593,19754387
"819","cell819",2139,44,230.008333333288,9741642,0.618336419196351,6290171
"820","cell820",4701,96,370.008333333161,11673951,0.848218255508588,16294796
"821","cell821",237,5,320.008333333207,11012578,1.48872437204871,14058327
"822","cell822",601,13,40.0083333333317,8682359,1.43344732891994,3807124
"823","cell823",4096,84,200.008333333316,10096919,1.30413037548959,8214241
"824","cell824",1800,37,270.008333333252,9765687,0.689706399240762,6365989
"825","cell825",1435,30,50.0083333333311,8971474,0.9187105834,4022050
"826","cell826",1593,33,160.000000000019,10284257,1.07000387147513,9934592
"827","cell827",2476,51,170.00000000001,9599136,0.823802753462951,5696974
"828","cell828",2377,49,160.000000000019,10296752,2.00393956279286,9977264
"829","cell829",1592,33,150.000000000028,9998293,0.89266254736147,7699502
