"","comp_1","comp_2","comp_3"
"cell159",-0.183662492179323,-0.0789775873771124,0.00588608671633118
"cell160",-0.202689098030293,-0.0553526988677369,-0.0159605007610885
"cell161",0.123295501278188,-0.122216789236746,0.0185050135201469
"cell162",0.0825019832524484,0.0646807552185484,-0.0230024367849724
"cell163",0.0474916117143161,-0.122043453461038,0.0626282206191226
"cell164",0.18926287970679,-0.106349905746706,-0.000710180100115716
"cell165",-0.149349024024035,-0.0385068456545405,-0.0116302597766006
"cell166",0.0728353219941969,0.0653933357571414,-0.0376591767653567
"cell167",0.0808453754677051,0.100580063078905,-0.0289954893459046
"cell168",0.0266323074029348,0.113371907038561,0.0227527788171558
"cell169",0.230134568366196,-0.0772835588225051,-0.00130772458807233
"cell170",0.078060585411009,0.0972560261500833,-0.0213656108519926
"cell171",0.0889709383692311,0.0651961657012716,-0.0297543225119514
"cell172",0.225474113883723,-0.0385458591125488,0.018830250999884
"cell173",-0.0798506906347519,0.0771076608992851,0.025666637830246
"cell174",0.0865665069093902,0.0634845967786827,-0.0296985728599967
"cell175",0.0738574522306975,0.0653886467962953,-0.038272891140907
"cell176",-0.111877646751593,-0.0990930442002633,0.0355137874541728
"cell177",0.0241975683740676,0.127532444024232,0.0126831290832432
"cell178",-0.136859680802022,-0.115966587039742,0.02384286827781
"cell179",-0.243501738804952,-0.0556019994838097,-0.0236201377222107
"cell180",0.0275470222783821,-0.100951759607631,-0.00317596494090216
"cell181",-0.124826162123502,0.0183928790256427,-0.00690468737414524
"cell182",0.220194935352631,-0.0713832846422613,-0.00388346828474032
"cell183",0.101010011403121,-0.000662973517304253,0.0239860131390111
"cell184",-0.103028425780903,0.0631591273968965,0.0220723891416247
"cell185",0.0372283055819716,-0.108585816801552,0.0429846756694507
"cell186",-0.148122605208466,-0.104928602051462,0.0194072673069742
"cell187",-0.113485759078191,0.0290363817080627,0.0283916098967821
"cell188",0.0539810793063978,0.095976702977958,-0.0015173543322114
"cell189",-0.233721390759938,-0.0540830012583786,-0.0245592475400049
"cell190",-0.0758809794564122,0.0948985992205224,0.0309176889386241
"cell191",-0.225254497730024,-0.0386614582665436,-0.036443436499378
"cell192",0.0978051274199397,0.0648316208794788,-0.0267861771735785
"cell193",-0.139153711327756,-0.0330027387860733,-0.0136638127593596
"cell194",0.0725158101200933,0.0734426442758216,-0.0551777963777841
"cell195",0.0265206200980451,0.125905399533404,0.0196751953627998
"cell196",-0.0250644166521344,-0.157694906346414,0.0734974275060702
"cell197",-0.0892597897734195,0.0931188747012059,0.0367074429159648
"cell198",-0.0208731937136947,0.135035052629159,0.0357641590428797
"cell199",0.206668374183197,-0.101365560159489,-0.018114526539497
"cell200",0.188642766692673,-0.0932449883080096,-0.00519701337005539
"cell201",0.071528925528664,0.0672357653650199,-0.0442786127445347
"cell202",-0.045179591168546,0.00706973430844647,-0.0337688781732713
"cell203",0.0319039117463629,0.115129590509172,0.0169278116389133
"cell204",-0.220275045471966,-0.0526217263914039,-0.0308760498601878
"cell205",0.0989879321056397,0.0719730655972584,-0.0283992700934335
"cell206",-0.0984950180732849,-0.0559676953402077,-0.00331002767523233
"cell207",0.15881696287505,0.0538812384302843,0.00138613766594211
"cell208",-0.183613275823282,-0.026660863777801,-0.0268390825513083
"cell209",-0.218628946562036,-0.054106102930863,-0.0221258541384055
"cell210",-0.0964987262042689,0.0495310342323937,0.00585125248351985
"cell211",0.0731414972075512,0.0761710209488898,-0.0530015581455085
"cell212",0.0362607269179519,0.119575889680004,0.0120684386964668
"cell213",-0.118506732485436,0.0382014022725286,0.0429142804411085
"cell214",0.0724561302616505,0.0796493582019022,-0.0250422041533126
"cell215",-0.0574054769370005,0.130705846239025,0.0337183306386758
"cell216",0.0782646309792681,0.0659591548590846,-0.0328740518778375
"cell217",-0.0608375256375756,0.125823302616639,0.0351634793493338
"cell218",-0.211495109691821,-0.0635926809388902,-0.00954910071634924
"cell219",-0.0434911619518076,-0.105821988598967,0.0104780593718979
"cell220",0.124724333675415,0.0569354304531698,-0.0216889950221043
"cell221",-0.218505850544374,-0.0562238019476086,-0.0204462673508817
"cell222",0.108904564913021,0.0630152709895672,-0.0249237628545575
"cell223",-0.079704343148836,-0.112202131811569,0.0437885724315829
"cell224",0.10035592402293,0.066069787849922,-0.0274985219808431
"cell225",0.2163020486493,-0.0956233578751534,-0.0141298410498087
"cell226",-0.158674353279442,-0.063124742454129,0.00241704785225876
"cell227",0.209491687471393,-0.0999640461094281,-0.0164782191414433
"cell228",0.244225001772687,0.0259877508699856,0.0468117443042528
"cell229",0.226673682872767,-0.0605346201682264,0.0035946833934303
"cell230",0.0760982002922005,0.0654150801679088,-0.038532078182981
"cell231",0.0839876374699583,0.0652926781755316,-0.0265479955420934
"cell232",0.0965249573858468,0.0638872264738024,-0.0206685620555731
"cell233",0.0752123729012483,0.0903161796250388,-0.0297724286314754
"cell234",-0.21117965875296,-0.0531333664336174,-0.0269315800940896
"cell235",-0.241646282062726,-0.0616522093716836,-0.0271107987940244
"cell236",0.0779303407718351,0.0866348736357885,-0.0266259819966071
"cell237",-0.0697149204600508,0.123006341980842,0.0315844271565097
"cell238",0.114203326731016,-0.109629302441502,0.0330737543460934
"cell239",0.167610554074747,-0.104558943983547,-0.0193704890104597
"cell240",0.139266936288577,-0.125952198188752,0.0181270176581977
"cell241",0.219874165318592,-0.0241746079061708,0.0228754676830239
"cell242",-0.229002370709654,-0.0516619162136202,-0.0284219628777132
"cell243",-0.103491912973764,-0.00399365951835579,-0.0460964132813465
"cell244",0.0817217799787751,0.101156547925509,-0.0270301414509392
"cell245",0.154436996137784,-0.123357099756812,0.00158767764385687
"cell246",0.0859455033458117,0.0683830470201792,-0.0220895676569965
"cell247",-0.0322437952023036,0.141479451749196,0.0304689580080431
"cell248",-0.245391150334042,-0.0402341449223817,-0.0302619507584752
"cell249",-0.112467076460212,-0.0736171140170072,0.00512378570113585
"cell250",0.227713383529642,0.0143957398640526,0.0392515314792136
"cell251",-0.0561365461221511,0.138663677697272,0.0341001726675144
"cell252",0.0683946915954806,0.0652843164537709,-0.0452660422229973
"cell253",-0.099819534069882,0.0866459291383485,0.0381956454803651
"cell254",-0.0728158027471569,0.145378835431668,0.0347729015330021
"cell255",-0.0602167186168395,-0.116917982655298,0.0442797563249505
"cell256",0.113054913811705,0.0575128109690888,-0.0366745125092447
"cell257",0.0782309264828275,0.0920333625925162,-0.0282944580446189
"cell258",-0.0847399655760426,0.0968815293052095,0.0376587058965005
"cell259",-0.0243165575587672,-0.133987332970704,0.0560272430767286
"cell260",0.0350772555412162,-0.137005846913595,0.0470820080248412
"cell261",-0.216732791272069,-0.0549962121988218,-0.0324516264097289
"cell262",0.251870300511508,0.0308681293335431,0.0491509799382868
"cell263",-0.0526928723202873,-0.104942392571461,0.0252429098947022
"cell264",0.195761505638072,-0.108465138170227,-0.00358936078616374
"cell265",0.0711061408249202,0.0621871431989352,-0.0367509104456861
"cell266",0.21207610365015,-0.103961826687098,-0.0168339325488239
"cell267",0.0411912604045436,-0.120599595196014,0.0506085255692821
"cell268",-0.121817279041623,0.0492875724890761,0.026260519832813
"cell269",0.0756737846070048,-0.130149828117354,0.0475569009569886
"cell270",-0.0733861291278272,0.102760446349558,0.0271526212651462
"cell271",-0.0290954435101441,0.141494793121765,0.027915157603621
"cell272",0.143201781215268,-0.13888779895875,-0.0078055175349428
"cell273",0.0713417662720105,0.0745518410771572,-0.0565328920287991
"cell274",-0.234352798303727,-0.0471967205637237,-0.0307563328083964
"cell275",-0.0867451315601352,0.100905864281126,0.0382970216836075
"cell276",-0.0801155951626335,0.103483586861599,0.0366471008459935
"cell277",-0.08244776588971,0.106556799869647,0.0419548170073464
"cell278",0.0844368355707488,-0.0888850720081556,0.0250133791196728
"cell279",0.163590926148816,-0.137933526582867,-0.0170265501663233
"cell280",0.0357535363922023,-0.140174150757555,0.0413079431832467
"cell281",0.0904551274346541,0.0599314452913196,-0.0233406063646733
"cell282",-0.0226099904468919,-0.125133714575972,0.0335787275525901
"cell283",0.261386361114327,0.0317968695756978,0.0488060772542619
"cell284",-0.136967257230418,0.004635334147551,-0.0223482431716546
"cell285",0.0717298678764861,0.0615467649758032,-0.0377106084322963
"cell286",0.0689642072699271,0.0655310419641837,-0.0432492181514079
"cell287",0.0633749355598095,-0.132984760942996,0.0494373142274699
"cell288",0.198156735784433,-0.118665475514281,-0.0352960278603793
"cell289",-0.0853623987512038,0.0880128647972556,0.030875819985036
"cell290",-0.0583468816591095,0.126157168886665,0.0284157890381916
"cell291",0.0747394229464157,0.0651580216078818,-0.0415931922474501
"cell292",0.0751611201432603,0.0779709482752908,-0.0213798816734033
"cell293",-0.243822910962459,-0.0574902650891123,-0.0219593144815234
"cell294",0.256710903835038,0.038411564567611,0.0495758075158951
"cell295",-0.0597311882010866,-0.115681539434731,0.0201758070541646
"cell296",-0.191603935525447,-0.0699133253599873,-0.0092277241878373
"cell297",-0.234422542530297,-0.061232781074563,-0.0197718753422841
"cell298",0.0671345530410651,-0.101982831954995,0.0386497372240892
"cell299",-0.00836430661530747,0.126066997091885,0.0253439809146381
"cell300",-0.0758819487909467,0.135573469362611,0.0343062302179422
"cell301",-0.0913204281803585,0.127581014298876,0.0370782363682552
"cell302",0.247865675145938,0.0188952608012743,0.0444699584950086
"cell303",0.072168262124216,0.0718045915526368,-0.0531102389521646
"cell304",-0.231529415907889,-0.0494545972354741,-0.038791349253608
"cell305",0.183718724157315,-0.115395714050243,-0.00251290621540191
"cell306",0.121395147044128,0.0613832042681951,-0.0190351500301274
"cell307",0.0752995637517934,0.0644131238220238,-0.0349589203731642
"cell308",0.16123453175326,-0.134940370421069,-0.0096701862039707
"cell309",0.0322690358195615,-0.143806505188813,0.0516481226662276
"cell310",-0.236950726717774,-0.0648582384938279,-0.019831831490819
"cell311",-0.029914191746852,0.133926472327803,0.0325856520423342
"cell312",-0.230249615373364,-0.0551430996601871,-0.0326540809836199
"cell313",0.0907017821445926,-0.110999352331672,-0.0028768734539475
"cell314",-0.102340926082111,0.063955425696068,0.0224990920430596
"cell315",0.20108293669149,-0.100385391344621,-0.0174709140009205
"cell316",-0.0755380005157153,0.12057184268866,0.040883324413023
"cell317",-0.0419631115610808,0.138348271917116,0.0334824991453941
"cell318",-0.0244427696477328,0.135813078871589,0.0278328888846385
"cell319",-0.0971912565913704,0.0499319656327591,0.00391020677905385
"cell320",-0.223009312065183,-0.0522399121571983,-0.0361837946398338
"cell321",0.19759366372868,-0.104398631192154,-0.00370271701858191
"cell322",-0.022476445223268,0.116530125259022,0.0249759945941182
"cell323",0.0288772155553002,0.126172067773142,0.0151939722381542
"cell324",0.209381989895639,-0.0944161536583147,-0.0177346485997741
"cell325",0.073235128113519,0.0765992512409231,-0.054268583251587
"cell326",-0.115301510876602,-0.0261027859124869,-0.0261155769156508
"cell327",-0.120025892830064,-0.105559748795428,0.0331008315937124
"cell328",-0.23816090312969,-0.0572391575768433,-0.0121079775367389
"cell329",0.0966924075188109,0.0692752400635324,-0.0243436610242288
"cell330",-0.184124961488428,0.00908383896885462,-0.00986683075269189
"cell331",0.119003496577513,0.0597238954935682,-0.0274063137553605
"cell332",-0.231064688232857,-0.0596041940886877,-0.025939742844008
"cell333",-0.0429475848446754,0.13979120052314,0.0289719789384311
"cell334",-0.224287671997081,-0.0540585227253687,-0.0200125457308989
"cell335",-0.101898385090825,-0.105906679474898,0.0286000969722937
"cell336",-0.0900204966204988,-0.115028980717987,0.0117928000023182
"cell337",-0.0104806346991243,0.128743308142946,0.0223267890610215
"cell338",0.0854688956099506,0.0672304199948327,-0.029013225779122
"cell339",-0.0720543026045221,0.125844616765518,0.0305599781731201
"cell340",-0.0218765632860164,0.132715537600021,0.0290162096375413
"cell341",-0.00280376815536704,-0.134077715715789,0.0882173471844108
"cell342",0.17984548799562,0.0394087312557916,0.0267849320093033
"cell343",-0.162444898384802,-0.0842646722501357,-0.000113363448823005
"cell344",0.0708129574345193,0.0755295788627319,-0.0611272051957652
"cell345",-0.0711312261588065,0.0992513529433976,0.0248171615931923
"cell346",0.0759338614171645,0.113493174079856,-0.0119049257802874
"cell347",0.0821597186580207,0.0642258215856181,-0.0282740428030748
"cell348",-0.237127828027209,-0.0592340592901324,-0.02422994996205
"cell349",0.217650251746887,-0.0578294767371476,-0.00208166010497375
"cell350",0.0587646329045818,0.0959655211900918,-0.00444322674961497
"cell351",-0.0906677430968647,0.13195644804852,0.0388086141698445
"cell352",0.225704560223268,0.0430204431321242,0.0421673032020481
"cell353",0.045397795181792,0.113154662875996,0.00879706034120466
"cell354",0.0741031187471886,0.0588745766404588,-0.0333883243968258
"cell355",0.0676615633166536,0.0680886466966003,-0.0469376268799035
"cell356",-0.243673901388996,-0.062247167703104,-0.0157213327163537
"cell357",0.0718752708294094,0.0734019199172431,-0.0539606682624223
"cell358",0.0727726725381751,0.0761033089272155,-0.056413310501705
"cell359",-0.057320110200105,0.13168028105498,0.0350449859263951
"cell360",0.208011108785229,-0.0895476333822275,-0.015848127734633
"cell361",-0.244150550780679,-0.0643556246254328,-0.0175868433845074
"cell362",-0.141385973182999,-0.0433037128947724,0.0030826923303832
"cell363",0.0820572017567194,0.066969203325048,-0.029444767677985
"cell364",-0.235806963819748,-0.0594991922497722,-0.0276913253073521
"cell365",-0.228751165136275,-0.0523843091813583,-0.0233217579821394
"cell366",-0.156866879053648,-0.0156097911715821,-0.0348837718297822
"cell367",-0.127224886500601,0.0502647590585077,0.0276330105215424
"cell368",0.20841819603637,-0.0904122746910163,-0.00654159939611557
"cell369",-0.234325603386877,-0.0531809247876744,-0.0280624579268228
"cell370",-0.0351373016383036,0.127311037171523,0.0317619657966531
"cell371",-0.0653277556904134,-0.140134668528131,0.0503010852711121
"cell372",-0.245147263157847,-0.0636187206072594,-0.0189143665788147
"cell373",-0.227556088127312,-0.054315616240352,-0.0302583276124419
"cell374",0.0744201705746609,0.0822533279822504,-0.0286328879602825
"cell375",0.120977667364639,0.0588909367934117,-0.0238010117053058
"cell376",-0.241486723256511,-0.0602429443910006,-0.0190689286870032
"cell377",-0.037791505105621,-0.0961143904926489,0.0247530754533446
"cell378",0.23087639084012,-0.0750162084187196,-0.00445873371486492
"cell379",0.0680593383051641,-0.123794602494149,0.058415685033433
"cell380",-0.0664739373875339,-0.0178292911270507,-0.0211635034353786
"cell381",-0.0227536798084689,0.130134898411279,0.0281780785771612
"cell382",-0.0159058369584959,0.12382045643436,0.0256149103093013
"cell383",-0.219694644740776,-0.0433252444612126,-0.0278508960324351
"cell384",-0.100245335395411,0.0835063505026576,0.0419051786540349
"cell385",0.203975459461464,-0.0985812882435091,-0.023612488409549
"cell386",-0.157771924825184,-0.0537765340840686,-0.0137823977394631
"cell387",0.0764031365335024,0.0796831779351673,-0.0571944690387382
"cell388",-0.167766534352082,-0.0175714313585279,-0.00891568323905474
"cell389",-0.17682970875516,-0.0785853288081171,0.00441453381888299
"cell390",-0.0169180833642776,0.132241615503629,0.0341521157269002
"cell391",0.0901295851262038,0.0622036290107946,-0.025894374295763
"cell392",-0.0781197076260619,0.0898353723008222,0.0307724175094569
"cell393",0.069403816686116,0.07004151593769,-0.049142536082356
"cell394",0.211538695716124,-0.0711689220195974,-0.00756147023444034
"cell395",-0.0765217879883279,0.124784870699538,0.0368390930962348
"cell396",-0.235554739613382,-0.059962291258577,-0.0231062894535794
"cell397",-0.12034715009963,0.0205191585971473,0.0315243573534191
"cell398",-0.0567882404138148,-0.123413709224347,0.0257901932078012
"cell399",0.0105308569309424,-0.12594629628853,0.0448530756251812
"cell400",-0.0653875642416754,0.111067654552737,0.0337440444699554
"cell401",-0.112477978324409,-0.101690690509965,0.0363913351429683
"cell402",-0.171032699068258,0.0192093693557653,0.0133077878132064
"cell403",-0.112595577641661,-0.074505338216792,0.00763373564451285
"cell404",0.0707365299633368,0.11027924471386,-0.00857764646946637
"cell405",-0.0596205630809988,0.134367103791092,0.0346301896646302
"cell406",-0.0331830922248409,-0.0831182886640242,0.0573865407833033
"cell407",0.160966282223479,-0.11844362991453,0.019046552152733
"cell408",0.0468765324804756,0.118224368505434,0.00805286433742921
"cell409",0.156922350365145,-0.103979293765903,-0.0172794570308191
"cell410",-0.0768270351002342,-0.141106153171419,0.0530005854844836
"cell411",0.214305469145883,-0.102317657693353,-0.0199616208181824
"cell412",-0.0996577996919838,0.0861796794594151,0.0393074366953918
"cell413",0.0745168645279634,0.074951299128494,-0.0294450201434588
"cell414",-0.23635169105392,-0.0539833749676385,-0.028566615965632
"cell415",0.0277794775555688,0.112091115743837,0.0196106728276836
"cell416",0.0708325668591702,0.0657446337291217,-0.0437611774216856
"cell417",-0.223960737269548,-0.0546551534788268,-0.0199783452438252
"cell418",-0.229324175075239,-0.0601187722762279,-0.0258303078035757
"cell419",0.0280675771296498,-0.100403833506874,-0.00176516370201452
"cell420",-0.0761367654094022,0.117762414844232,0.0324627980190584
"cell421",-0.211684169056362,-0.0304537350773945,-0.0223456036212301
"cell422",0.0719933636333909,0.0634469574650715,-0.0407103804725543
"cell423",-0.129798328836362,0.0466697295661327,0.0243114250876687
"cell424",0.0777938655823399,0.0866230443291091,-0.02961649961103
"cell425",0.0764242635875595,0.095231388445511,-0.0275234602107564
"cell426",-0.232356209438458,-0.0608453911304384,-0.0157680448194819
"cell427",-0.0739217618325456,0.0990457265022182,0.0344509471870476
"cell428",-0.159864473915286,-0.0971541831167463,0.00367393597960464
"cell429",0.0769951151702375,0.0901425336327605,-0.0282626216208117
