"","comp_1","comp_2","comp_3"
"cell430",0.0408421189511055,0.117972298676153,0.00774214790925837
"cell431",-0.208103909008466,-0.0421395095266558,-0.0291626063223808
"cell432",-0.07939123871912,-0.081508969761095,0.0314390050978131
"cell433",-0.127420633341283,-0.0807177128113619,0.0135187447385111
"cell434",0.0730512204114876,0.0751812117026441,-0.0553711890203883
"cell435",0.21756675090721,-0.0693941371478233,-0.00637177194330076
"cell436",-0.238934913249602,-0.0609200505765794,-0.0240514842003117
"cell437",0.171693970893094,-0.0989236420744957,-0.00640686714224056
"cell438",0.0684208623522368,0.0696826312861528,-0.0497121625764525
"cell439",-0.0512804648375054,0.136656499284437,0.0316870429089381
"cell440",0.0217322870007158,-0.138374806188846,0.0592810818818545
"cell441",0.140419053886049,0.0554696765084521,-0.0177658632152289
"cell442",0.180655975325703,-0.0896501969438931,-0.0216770025537786
"cell443",0.0765822875321524,0.103640079824179,-0.0213157562870808
"cell444",-0.0503972166976229,0.136120621799924,0.0305779365261829
"cell445",-0.138167883676497,-0.00442011417710569,-0.0458825987625135
"cell446",-0.193668912060405,0.0125775511620764,0.00870721505839698
"cell447",-0.225347023529772,-0.0510661907054704,-0.0357494023842981
"cell448",-0.02545850512616,0.13953733199939,0.027469685887167
"cell449",-0.0771781200431542,0.107247745292576,0.0402633771004004
"cell450",-0.0822656726449478,-0.112085892315052,0.0225331886745524
"cell451",0.125101430263347,-0.0987702035266598,-0.00741899924768385
"cell452",-0.1223053034419,0.0165061182994348,-0.0127496540316068
"cell453",0.236478418737353,0.0366853247783258,0.047228109458582
"cell454",-0.0774458104280674,0.117305954125155,0.0344284651556423
"cell455",0.0762335888972176,0.084413480058945,-0.02600551392805
"cell456",0.0925959879061578,0.0626035191505634,-0.0211046545996004
"cell457",0.212691820940356,-0.107613805032277,-0.0185763894826791
"cell458",-0.118555637584703,-0.0257835209405188,-0.0253958103449143
"cell459",-0.0907867435751962,0.0708619500183199,0.0334809568514551
"cell460",0.0366730619895647,-0.151155515985452,0.0173785122654323
"cell461",0.20439897888764,-0.119626623998225,-0.0242222389384437
"cell462",0.0618588527691021,0.110800926547714,-0.000220292981294383
"cell463",-0.100408384171871,0.0875911663587347,0.039139359304666
"cell464",0.0520565027274052,0.119594702011867,0.00965741598331424
"cell465",-0.0863257269418049,0.0996752266595558,0.0385305087139777
"cell466",-0.0244815633112149,0.13426813841098,0.0303764017922448
"cell467",0.0883775617981238,0.0645541107529783,-0.0237640021307896
"cell468",0.0797428155869156,0.080970166239474,-0.0269147811247476
"cell469",0.141529101643229,0.0585803566507065,-0.0153074265272072
"cell470",0.0883893908632576,0.0754517871069958,-0.0254197357312729
"cell471",-0.101538119925512,-0.105828597400297,-0.00597419063007197
"cell472",0.0740287852563328,0.0633481038887057,-0.034715809905605
"cell473",-0.0492351187049076,0.140819688377514,0.0331200562930432
"cell474",0.228929358424588,-0.0591997365157375,0.00125857794325651
"cell475",-0.179054034492969,-0.0339796123496928,-0.0144739937408442
"cell476",0.0266669517711853,0.125941301305489,0.017593130843824
"cell477",-0.00999586704693065,0.132837795303293,0.0258982027081764
"cell478",-0.0724790843148161,0.144474508534044,0.0375113492578042
"cell479",0.214659345898106,-0.076296878913017,-0.0128705374221094
"cell480",-0.127687525947691,0.0170493206547412,0.0104871791595451
"cell481",-0.157013869079103,0.000310685029769239,-0.0045262077145473
"cell482",0.0242792574305597,0.114154878572389,0.0210591806464762
"cell483",-0.229277962518098,-0.0494953798829551,-0.0270661114905042
"cell484",-0.104477361539463,-0.0710174442147593,-0.000543490996916943
"cell485",-0.0444501934129771,0.137641765885721,0.0298344500952937
"cell486",0.0772824417431238,0.0880619733579394,-0.0283020413783854
"cell487",0.203116345951972,-0.0963008703806058,-0.0154521966117786
"cell488",-0.0632843846778082,0.128547705156115,0.0283126592166062
"cell489",-0.114481199616337,-0.104502397287346,0.0345020471920675
"cell490",0.0714876452165038,0.109996714301899,-0.0156809871721973
"cell491",0.207480547154834,-0.0992758362074151,-0.0155059913629963
"cell492",0.0705216308970952,0.0712207637198907,-0.0469473894880725
"cell493",0.0615403031753674,0.110885539747933,-0.00280307499798417
"cell494",0.124787993480967,-0.130112828736559,-0.00163121709992099
"cell495",0.00923957447455924,0.13848118552776,0.0257534405169744
"cell496",0.203029854648207,-0.0871599862766997,-0.000644340655041744
"cell497",0.229273800645264,-0.0753575200706119,-0.0051994695152437
"cell498",-0.0955465214731394,-0.0561720072947968,0.00382453677218871
"cell499",0.0681937954620004,0.0642213870427657,-0.0448368052746867
"cell500",0.181166142093791,-0.113374727538701,-0.0265602129769912
"cell501",0.125493740140456,0.0649780841686187,-0.0262803207448839
"cell502",-0.0775210764742886,0.095228638681742,0.0348735564435551
"cell503",-0.0673981858618813,-0.080012351940778,-0.0056683165013007
"cell504",-0.232798704185627,-0.0574094889210461,-0.0211599333822719
"cell505",0.122956578857371,-0.10868713359292,0.0135152151650251
"cell506",-0.0815504472517729,-0.130673338121644,0.0444162934783979
"cell507",-0.205641303993488,-0.0755229432813485,-0.00626194357365208
"cell508",0.0952140137265899,0.0718332270799348,-0.0242513163917837
"cell509",-0.0226263609759049,-0.139370343860139,0.00884831991840708
"cell510",0.220862856845783,-0.0932892596650577,-0.0143019854525775
"cell511",-0.0359492783374005,0.131066634092729,0.028208313599481
"cell512",-0.230877708725909,-0.0539869944390124,-0.0288816275980645
"cell513",0.194563792361038,-0.133646927315793,-0.0257018315084411
"cell514",0.218014924232718,-0.0643092198271737,0.0063740595514842
"cell515",-0.233309910828986,-0.0649742614824837,-0.01873530400768
"cell516",0.0681851956248984,0.0691616226069618,-0.0535093077859929
"cell517",-0.159648422299715,-0.0960471338400086,0.00290819757866727
"cell518",0.200857120513831,-0.10769696088679,-0.0243638741432717
"cell519",0.200197233802329,-0.115409197352194,-0.0236592934516145
"cell520",0.239737559405995,0.0387953859434397,0.0416489641158673
"cell521",-0.0536403597624121,0.143466218943026,0.0285914885428857
"cell522",-0.0289884857177746,0.137918843273776,0.0281175564828702
"cell523",0.0576126110373246,0.107694660208862,-0.0042688920807556
"cell524",-0.180661866283071,-0.0342393404923054,-0.0156085963193175
"cell525",-0.141235611679642,-0.0340738576751374,-0.0119806284408694
"cell526",0.0781210811285252,0.0643222504509189,-0.0323144465838229
"cell527",-0.248661125135748,-0.0573226778657513,-0.0122395721037203
"cell528",-0.0810718194806278,-0.129461792249858,0.045407694906881
"cell529",0.0677225968957181,0.0621158954340898,-0.0429429382307368
"cell530",-0.158231080573894,-0.0143012288801681,-0.0320776894830085
"cell531",-0.17717859230961,-0.038980572970604,-0.0347771466742498
"cell532",-0.0247037864770581,0.135328475259986,0.0246824441078296
"cell533",-0.0129430458772744,0.135720805004285,0.0326293216459176
"cell534",0.205812009843901,-0.123242014210966,-0.0278857280180569
"cell535",0.0346718459933881,0.123395015827141,0.0115692197583592
"cell536",-0.0632826240059477,-0.111876199631861,0.0466622076198718
"cell537",-0.0695308327306914,0.155138133832115,0.0270067045925518
"cell538",0.0321240898402266,0.116574959943253,0.0163319424458969
"cell539",-0.204665527491087,-0.0374494646313583,-0.0501085040145327
"cell540",-0.0744402090382487,0.131268647633992,0.0355358922645027
"cell541",-0.235223356461888,-0.0496425503594325,-0.0294499903383595
"cell542",-0.236014271807827,-0.0563344466128409,-0.0212712391888055
"cell543",0.239234670513595,-0.0281511035307555,0.0182624157731357
"cell544",-0.155615202258014,-0.00805244249926201,-0.019741727588929
"cell545",0.02165141221117,0.126149993475971,0.0142711361421542
"cell546",0.0624059068694095,-0.133565728569257,0.0224888245702707
"cell547",-0.186667563127634,-0.0824411295450929,-0.000845146481469867
"cell548",0.11806295264192,0.0612558678887144,-0.0265594692864031
"cell549",-0.0212486793269381,0.130233881699971,0.0327281930168242
"cell550",-0.00109010998327387,-0.127097690595281,0.0311093325289537
"cell551",0.132608354150714,-0.0844099939711736,-0.0191823499226424
"cell552",-0.0889405959791903,-0.119126025353381,0.0115925998986227
"cell553",0.210537539067637,-0.0957478267449993,-0.0176108498557986
"cell554",0.07581606744259,0.0810129347489339,-0.0254776950140038
"cell555",-0.238617655611561,-0.055922155883825,-0.0342282443189308
"cell556",-0.0577819753267914,-0.119733951356223,0.0261930140302747
"cell557",-0.0945316117327553,0.0879417204719602,0.0364278533288638
"cell558",0.0796452480434859,0.0720262583379165,-0.0256032914015184
"cell559",0.0674606696729543,0.0691155486511705,-0.049861809058651
"cell560",-0.0256877612810751,0.128865688849239,0.0282710828513821
"cell561",0.136616683906475,-0.135455937433495,0.0194266405885705
"cell562",-0.115897635862146,0.0350355604216901,0.0400775429813457
"cell563",-0.236795306962996,-0.0531542685623321,-0.0365661477465685
"cell564",0.161875003654116,-0.140102610821392,-0.0200040542588326
"cell565",0.0217479426631088,0.117226979099935,0.0159460140434263
"cell566",0.141934675022111,-0.13194003794785,0.0134042294720722
"cell567",0.0715009682571803,0.0927608420243007,-0.020061794984868
"cell568",0.0693502832841375,0.0700846012148445,-0.0507895835743426
"cell569",0.0910937878579442,-0.120996274389279,0.0626243682002567
"cell570",-0.232915755499092,-0.0476281730753983,-0.0201457958100628
"cell571",-0.228962408910682,-0.0515897619561719,-0.0312451076113886
"cell572",-0.234699030056656,-0.0519251800332818,-0.0356015968746081
"cell573",-0.0240432503224418,0.139068185976301,0.0285112226778818
"cell574",-0.0937220028838462,-0.106676853125833,0.0364459237967398
"cell575",-0.0781521237771019,-0.0871753721871048,0.0348634188621173
"cell576",-0.116594732515638,0.0817589370529614,0.0258472340318951
"cell577",-0.108089379107635,-0.103362622420721,-0.00750456912141906
"cell578",-0.0715434538270434,-0.0810467034587464,-0.000455549042153628
"cell579",0.211658561941959,-0.100141747327621,-0.0156730329306279
"cell580",-0.222538086850144,-0.0255000665411104,-0.0124820201396541
"cell581",-0.0913325400627381,0.129291512071298,0.0388202142378268
"cell582",-0.122454935046372,0.0494452766242808,0.0216001575785795
"cell583",0.171654082884246,-0.0764034718112084,-0.0207429766041859
"cell584",0.144794655380221,0.0510643916017565,-0.0109440403002569
"cell585",-0.223785912963214,-0.0260116564395287,-0.0226283695318155
"cell586",0.219610119703744,-0.0870264366870331,-0.0143280164138156
"cell587",0.249640218562466,0.0387733362268583,0.0446661579285305
"cell588",-0.119945014184757,0.00217383917751814,0.0235895250751179
"cell589",0.231708279007234,0.0202914568974462,0.044153422921579
"cell590",-0.0393317872668712,-0.0888838700144109,0.0197875834847383
"cell591",-0.149239480738968,-0.02525324893854,-0.0112297957523973
"cell592",-0.0390037054964346,0.140185597766501,0.027900705457708
"cell593",0.0217147012854924,0.125618719824212,0.0165049474696088
"cell594",-0.194811208809041,-0.0410251073364573,-0.0398391881303401
"cell595",-0.10291130407123,-0.113963090291532,0.0359950133078294
"cell596",-0.070889877698375,0.137481057069553,0.0325311651126693
"cell597",0.163742754296423,-0.120922767888531,0.0194830763632936
"cell598",0.0745705090238137,0.0766411395693559,-0.0510793754875419
"cell599",-0.0609672620495914,0.136614910784368,0.0298835240012046
"cell600",0.0730468843102776,0.0842269908818548,-0.0278657577284905
"cell601",0.0913040092912245,0.0660340471339644,-0.0290954369445721
"cell602",-0.00469986235652853,-0.133066545491249,0.0900966536773833
"cell603",0.192088691544113,-0.125149368374257,-0.0266594702070703
"cell604",-0.135170812288516,-0.00753630369723259,-0.0314820861857201
"cell605",0.219615725156331,-0.0874127918538894,-0.0107785139586209
"cell606",0.211856701711626,-0.0750322447332817,-0.00657624082378612
"cell607",0.222627507110418,0.044479267884788,0.0368790798323467
"cell608",0.0746390957688176,0.0805785588767719,-0.0274728835966284
"cell609",0.207914082613871,-0.103049932714968,-0.0195623483419528
"cell610",0.239276722547966,0.0158117842456697,0.0403629307451248
"cell611",0.0758652952427106,0.0803981159652363,-0.0252951084656202
"cell612",-0.198517862287641,-0.0809783396224254,0.00168701945044368
"cell613",-0.228690105746136,-0.0548306312654392,-0.0259440847388375
"cell614",-0.0396540353831812,0.141484214180092,0.0274306331745184
"cell615",0.142115416170247,0.0570779372160508,-0.00836918917174049
"cell616",0.0420117498058107,0.118147023349105,0.0100924272664256
"cell617",0.194287694338991,-0.106266310610914,-0.022481504447168
"cell618",-0.0749704436231006,0.126874764627008,0.0385428648308661
"cell619",-0.225172047944621,-0.0440811449213753,-0.0361340077220629
"cell620",-0.148779744038649,0.042766018512447,0.0190076455732206
"cell621",0.0689403840257525,0.0642311703194123,-0.0475520595554776
"cell622",0.0763160525835907,0.0696976340972465,-0.0245635830905878
"cell623",0.208014606291919,-0.0823831253471136,0.00911726047314688
"cell624",-0.196386564574139,-0.0410970075902879,-0.0256990704616204
"cell625",-0.0756895029774386,-0.134023878417267,0.0467802025601833
"cell626",0.0364083039122677,-0.0993933296942359,0.00732158355826082
"cell627",-0.227150349193726,-0.046704622735745,-0.031180012909527
"cell628",-0.118942461377449,-0.0600100371576531,0.0176291340877711
"cell629",0.0750446758935119,0.0740283766903215,-0.0532274452386556
"cell630",-0.2257247869179,-0.0528031308980708,-0.0394740639224546
"cell631",-0.225944650040025,-0.0504170875833383,-0.0144405423516536
"cell632",0.0645960906268839,-0.13403346045322,0.0491587532650581
"cell633",0.067193257476333,0.062973963025066,-0.0453007651959101
"cell634",-0.060345271418677,0.143987171025964,0.0355321186441167
"cell635",-0.073517799178724,0.122853144839898,0.0316537458877192
"cell636",0.00193879612550565,-0.144375333843337,0.0686071209505299
"cell637",-0.200453057312911,-0.0606719250773987,-0.0168113079068081
"cell638",-0.221950132007546,-0.0545287262958084,-0.0303287885143816
"cell639",-0.118823065166419,-0.00173560503591517,0.00150829356593119
"cell640",0.0297138442505407,0.113928184174528,0.0162883904627113
"cell641",-0.202878075657768,-0.0714343560247798,-0.00147081279390129
"cell642",-0.120765763900807,-0.0605483808841151,0.0167137003664625
"cell643",0.223965195957917,-0.101029505456205,-0.0218876971922066
"cell644",0.20037116615197,-0.112585085764692,-0.0251474679372485
"cell645",-0.163606632887395,-0.104232584461673,0.0109222150419854
"cell646",-0.12499487300314,-0.0832395243899169,0.00933172359920468
"cell647",-0.0145710955797843,-0.036833662062776,-0.0266028628400198
"cell648",-0.0675477186894787,0.133150014117593,0.035320529700276
"cell649",0.0717989986824825,0.0714077575050205,-0.0494879134431818
"cell650",-0.180037933508146,-0.0640119168946176,-0.00896600210715897
"cell651",0.0818949917714091,0.0649263568483751,-0.0295301131004717
"cell652",0.0981271909871061,0.0729487093509032,-0.0209949085862205
"cell653",-0.0937423732446028,0.0705411440342448,0.0326253092431024
"cell654",0.0762511748920563,0.067498416428981,-0.0329633600676032
"cell655",-0.153429642919967,0.0225974788701152,0.0375928286342594
"cell656",-0.108140248731591,-0.0730169181265129,0.000507941559707763
"cell657",-0.0901319483354242,0.0833689961900083,0.037213013088247
"cell658",0.240371668457396,0.0429055365685211,0.0397769697601409
"cell659",0.208402828793399,-0.0852085378565133,0.00219334789541639
"cell660",-0.176112325830373,-0.0696881423204473,-0.0179275757808421
"cell661",0.252223990149164,0.00458879125277657,0.0297012523643346
"cell662",-0.245480352658209,-0.0440306719805889,-0.0236737944121472
"cell663",-0.125093899330314,0.0503582365339386,0.0216984408783214
"cell664",-0.154360379281329,0.0216583720613131,0.00893881509717698
"cell665",0.182215115312166,0.000605867297682806,0.020124720365974
"cell666",-0.0999955596109365,-0.0552254050471816,0.00466714146154426
"cell667",0.158399671914819,-0.12235241017646,-0.0212489627341677
"cell668",-0.197662637510502,-0.0501316975928217,-0.0221647257987004
"cell669",0.0110367920382239,0.117896770858236,0.0237101350575933
"cell670",-0.109989865984101,-0.116639191408345,0.0278898903891992
"cell671",-0.040013813831503,0.143463637544183,0.0327875169749624
"cell672",-0.0202234826087877,0.116588639955036,0.0282204425770214
"cell673",0.202764113840644,-0.108967449948802,-0.0211191611655703
"cell674",0.174923014672309,-0.094315494016484,-0.0322956969575345
"cell675",0.219956773556498,-0.0955423039448702,-0.00757728100765914
"cell676",-0.029168615727916,-0.134848528971067,0.0132367560620826
"cell677",0.0709585767521795,0.0738294771689045,-0.0560081165583846
"cell678",0.200686163523147,-0.108923506304941,-0.0185138498529724
"cell679",0.0602354977892291,0.108537277164093,-0.00639992949550957
"cell680",-0.0296189035152153,0.140971675290789,0.0265054695629075
"cell681",0.0753085755822309,0.0765973372943545,-0.0225902740654566
"cell682",0.0785218668821262,0.062554910361601,-0.0273015892251301
"cell683",0.0392590527169494,-0.0953666598489305,0.0291650001276172
"cell684",0.205027647284462,-0.0938199834907188,-0.0148944649519897
"cell685",-0.0172999216294597,0.124902505355058,0.0289168652703526
"cell686",0.0736732891772414,0.0650332471898422,-0.0371001235045189
"cell687",-0.0632047612957503,0.135029578013342,0.0336969115780229
"cell688",0.0809687437267314,0.0991009492935133,-0.0300985609283494
"cell689",0.233963108911431,-0.00767255612761831,0.0302210585609015
"cell690",0.0255588430922064,0.124893799315684,0.0161575528415989
"cell691",0.123420639523951,-0.137355286532956,0.0345781241197078
"cell692",0.0658973400949416,-0.130277998800318,0.0514155970043851
"cell693",0.10793585956016,0.0578613327746437,-0.0239335806522757
"cell694",-0.193746275686095,-0.0694686922346304,-0.0045047162102682
"cell695",0.214480469684447,-0.0978892184668867,-0.0174180370919242
"cell696",-0.0782063885073397,0.132106656637432,0.0364566216134545
"cell697",-0.0816859423435039,-0.127078221811861,0.020512221705416
"cell698",-0.0816116983358877,0.114062889028523,0.0329740059653955
"cell699",-0.158387544470338,-0.0979671711423853,0.00842769819848326
"cell700",0.230664496820572,-0.0591502225171864,0.000192472236430251
"cell701",0.030880533016555,0.0395268494459048,-0.0433406681911842
"cell702",-0.19709837368124,-0.046268894081421,-0.0266347273447559
"cell703",0.216802858128499,-0.0955441558940059,-0.00522162970554552
"cell704",0.191678202841905,-0.11329087394463,-0.00586790512603374
"cell705",0.0740590716215796,0.0960334013485112,-0.0207828178829903
"cell706",-0.055093172103767,0.141111726667899,0.0330423501618633
"cell707",0.0760442122751752,0.0631246429001486,-0.0368881342393404
"cell708",0.158532873102188,-0.119486549940887,0.00602564726310581
"cell709",-0.126472436715764,-0.00893928529249816,-0.0250265315265856
"cell710",-0.234376744448776,-0.0480753223125226,-0.0275613897253251
"cell711",-0.131278955045853,0.0489199892426783,0.0316215123408027
"cell712",0.069164902481466,-0.135692671900355,0.0572209944416764
"cell713",-0.107164809308668,0.0735129997116232,0.0370615658648395
"cell714",0.144527977547268,0.0628318748464384,-0.0179906912978543
"cell715",-0.0842668194399491,-0.113358629128549,0.042814728440061
"cell716",0.114847824740456,0.0580806118084276,-0.0252619698580696
"cell717",0.150197607826629,0.0523896303161716,-0.00398015498316874
"cell718",-0.23514081465862,-0.0619136771607527,-0.0179458285942631
"cell719",-0.0277059341637385,0.132696402806442,0.0320430443208981
"cell720",-0.116355787966918,0.0229616039970279,0.0288894122304853
"cell721",-0.119320704002887,0.0479678436575344,0.0387311311972906
"cell722",-0.0231415076692692,0.138081640643522,0.025880055856482
"cell723",-0.132922908232505,-0.0726606791857086,-0.00142125838843192
"cell724",0.211796163573259,-0.09556909804347,-0.00870164222877762
"cell725",-0.176671054466472,-0.0353563270428211,-0.0239890277585287
"cell726",0.0248893230191628,-0.135097418775233,0.0760720822591183
"cell727",0.0236954744656325,0.1125049450799,0.020272386919665
"cell728",-0.226475316791976,-0.0515753235888793,-0.0333716923396807
"cell729",-0.102118768315133,-0.10920207418514,0.0234814617809977
"cell730",0.125595407812814,0.0606523971757034,-0.0272624171927899
"cell731",0.248133435602528,0.0400135699956728,0.0486557858147197
"cell732",-0.0635795601168242,0.131279725164627,0.0349624435776505
"cell733",0.21731651912726,0.0548113212201173,0.0213429230764134
"cell734",-0.0776288002691047,0.120580310588517,0.0398468015280568
"cell735",0.0775100185956924,0.0806423940860966,-0.0229162935573932
"cell736",-0.214740055286173,-0.0524483742787386,-0.0354464713936795
"cell737",0.0125360749663857,-0.0795840673295612,0.0165767758486736
"cell738",-0.0769763331466271,0.120600306544779,0.0380644002448497
"cell739",0.240617284353477,-0.00345819833328033,0.0340970495439546
"cell740",-0.222398575052404,-0.0500245322663491,-0.0292410985101442
"cell741",-0.0843314369579783,0.0776923529543621,0.0278374058935702
"cell742",0.0736271310611053,0.0653127969066079,-0.0401454939793584
"cell743",0.0864151306372105,0.0638009627256143,-0.0243752762590237
"cell744",0.100311584125767,0.0693918579762857,-0.019839351337792
"cell745",-0.0792883282324245,0.132099349337098,0.0379114798944449
"cell746",-0.103078119987165,-0.00528784941366249,-0.0711639821537377
"cell747",0.208287143407116,-0.0958571691312661,-0.009328988119247
"cell748",0.187041962267442,-0.124774782746303,-0.0344444761300348
"cell749",0.213766549075726,-0.0977259402830006,-0.011169182588618
"cell750",0.187891210149531,-0.0367667655880636,0.00394412213788674
"cell751",-0.232399861184073,-0.0589729009522233,-0.0282810774294125
"cell752",-0.0729994668986439,0.125161776162149,0.0304076158478262
"cell753",0.213464216327164,-0.0883209202471641,-0.0180131036302346
"cell754",0.0719888980088037,0.0740540329855485,-0.0524103243374523
"cell755",-0.240683487528655,-0.0597490658087894,-0.0228034480307807
"cell756",-0.22843415346748,-0.0570208600226188,-0.0229876332567033
"cell757",0.211986225323253,-0.110033319682931,-0.0250827073170492
"cell758",0.035126373003662,0.121531447407587,0.013047130936699
"cell759",-0.0585805361707865,0.133925548101115,0.0345156053826213
"cell760",0.0863581311913683,-0.1113744199364,-0.0048533660052551
"cell761",-0.0177584902229248,0.12743423130363,0.0245847231529455
"cell762",0.109357847086214,-0.12539501764981,0.0256006550762215
"cell763",-0.232779418359675,-0.0516738425482019,-0.0247636317201782
"cell764",0.161319652155091,0.0539926382357921,-0.00390276705613401
"cell765",-0.106803768483532,-0.0754939471632038,0.00484524355440509
"cell766",0.0850043721675117,0.0641642702193466,-0.024440954931125
"cell767",0.204027833524368,-0.107108430271487,-0.00700274023565416
"cell768",-0.238877105546243,-0.0492588948326179,-0.0330996859806004
"cell769",-0.230998610794269,-0.0580653127720497,-0.0181677833868303
"cell770",0.0791742891193749,0.101748418114045,-0.021339993820067
"cell771",0.125649384508575,0.0609774970345466,-0.0331533696997447
"cell772",-0.121000895198443,0.0820809772879504,0.0289106692878288
"cell773",-0.0786146845703353,-0.103601225258663,0.0190007862016678
"cell774",-0.140815493741405,-0.0915687355565833,0.00508812553477467
"cell775",-0.121419129958401,-0.0993162318065648,0.00867123070546745
"cell776",0.22571954287179,-0.0446199433616793,0.00674513546905386
"cell777",0.0777435987860299,0.09215880328948,-0.0226628203071982
"cell778",-0.228262005488037,-0.0541038464563849,-0.0222811049599459
"cell779",0.239051018986764,0.0207337233957811,0.0405239480615792
"cell780",0.102275461131926,-0.00106089754748057,0.025594797246151
"cell781",-0.0418640153455666,-0.129459618977726,0.0225260753079197
"cell782",0.0316786809970962,0.12148452374402,0.0143468972061041
"cell783",0.084654047998641,-0.124870421473105,0.061241533023634
"cell784",-0.137941508946056,-0.032730680720751,-0.0341845534910101
"cell785",0.00410269569376338,0.137644348483815,0.0242273431539046
"cell786",0.190659871417515,-0.118274911196448,0.000747867807906433
"cell787",-0.163280803163791,-0.0280795209804486,-0.0103079376162948
"cell788",-0.0748823678859901,0.0910013794787985,0.0312528325932129
"cell789",-0.119622561838642,-0.0391347480612256,-0.0091017317268565
"cell790",0.0318277150530219,0.114052952176055,0.0159075936594009
"cell791",-0.0448166336580397,-0.112376919026763,0.0168535234879088
"cell792",-0.238681765358712,-0.0571065932414787,-0.029158721993731
"cell793",0.0701030454820013,0.0663268840197523,-0.0429760097919337
"cell794",-0.138535713587859,-0.00659781255877225,-0.0313358388651077
"cell795",-0.0774573503309299,-0.126813295781198,0.00575541916072221
"cell796",0.15627230656264,-0.100344364762001,-0.0115123614993648
"cell797",0.202600578076248,-0.121487723719782,-0.0228665071466496
"cell798",0.165995058346968,-0.136586666718157,-0.0108851762439048
"cell799",-0.0602522491694986,-0.133116504387417,0.0582667878955397
"cell800",-0.106271773720079,-0.0142722478313455,-0.0522438504105659
"cell801",0.119610227855716,-0.137005214736714,0.0415130313014744
"cell802",0.0707699061191887,0.0771269986617524,-0.027476193928268
"cell803",0.178136845062658,-0.128847765104804,-0.0393488853703885
"cell804",0.200803036809808,-0.0839954609745936,-0.0177284980817446
"cell805",-0.0955642483222398,0.0725051513878439,0.03003184406192
"cell806",-0.0413943252525483,-0.0989686936971766,0.0594284462670265
"cell807",-0.102639870373513,0.0673535163196977,0.0174189909203377
"cell808",-0.158232768996911,-0.0594791266852613,-0.0176813409425941
"cell809",0.0702203199194621,0.0670200158360202,-0.0456520410835328
"cell810",0.138828832570452,-0.104653719486597,-0.000584920592300547
"cell811",-0.128275182623466,-0.0774684802351939,-0.00243471095746074
"cell812",-0.191983639117878,-0.0136700408236098,-0.0134840420281099
"cell813",-0.111076202626111,0.0746682258484976,0.0357058370481093
"cell814",0.255393213577266,0.0361204971285708,0.0503440316012112
"cell815",0.0986432164533885,0.0664164072042918,-0.0254981423944686
"cell816",-0.126951717558153,-0.00265454080118886,-0.0187885925594388
"cell817",-0.227854502766563,-0.0595697186041368,-0.0284236626277655
"cell818",-0.221080959539951,-0.0562561605131552,-0.0272326148669825
"cell819",-0.0227089455839215,0.134831518895619,0.0255143684574539
"cell820",-0.242137995802073,-0.0563692915284944,-0.0193473384144093
"cell821",-0.0638434764155763,-0.1173839984124,0.0457890694177929
"cell822",0.0806999193499458,0.0633153305062795,-0.0270097974507398
"cell823",0.208612436715675,-0.1115214359274,-0.0203664143901008
"cell824",-0.0312361812232683,0.129744474063177,0.0327738983520208
"cell825",0.0915722448169393,0.0652110761671074,-0.0220910507907273
"cell826",0.18187107676468,-0.133271591086946,-0.0222654345635151
"cell827",-0.019915486996412,0.126115272656933,0.0253774213906058
"cell828",0.187547630304768,-0.132202918118997,-0.0219980682379492
"cell829",0.214135426223061,-0.0964149100959395,-0.010403714508989
"cell830",-0.125763043078808,0.0215791669666284,-0.00786621960468959
"cell831",0.233133873408031,-0.0395434435399058,0.0140950422902854
"cell832",0.0839442608605471,0.0696402325226028,-0.0233820737992596
"cell833",0.0339805794453587,0.112790825484655,0.0144941393170556
"cell834",0.228324995859725,-0.0342960276417529,0.0197485537070404
"cell835",0.195586972271586,-0.107551226028473,0.00300740283835889
"cell836",0.180987927806561,0.0430037583908928,0.0154138382811988
"cell837",-0.127887756340192,0.0572169457910694,0.0230868889029587
"cell838",0.0633416319004414,-0.156728055772618,0.059469600844889
"cell839",0.204539824881992,-0.0998042152529286,-0.0185092067030912
"cell840",-0.104793373277356,-0.105337164776138,-0.0112848547370914
"cell841",0.214141040742097,-0.103440181742704,-0.0182325023019642
"cell842",-0.144458001223054,0.0296068686721101,0.0339834385415493
"cell843",-0.206627712135363,-0.00986039229194675,-0.00800541809254481
"cell844",-0.15269821576784,0.0230744470605592,0.0116174888334586
"cell845",-0.0348028555565993,-0.164250743667721,0.0358900632432521
"cell846",0.230996260508281,-0.0580229392310664,0.000797477642513663
"cell847",0.0174326612846354,0.120284217176407,0.0191541910526689
"cell848",0.0737723663156108,0.0691394401164154,-0.0409451809241139
"cell849",0.0775155160059864,0.0758362696581252,-0.0249154866705805
"cell850",-0.0645408950221785,0.133565864105052,0.0319819953238326
"cell851",-0.226313665107918,-0.0624834454170985,-0.0278244405453067
"cell852",-0.0785127568533506,0.0933866487278361,0.0346797528122099
"cell853",0.0734670896646596,0.118242963615294,-0.0121636561576534
"cell854",-0.226421108216467,-0.0487550467731128,-0.0340547292432727
"cell855",-0.16640623026799,-0.0257072851726444,-0.0291436758796997
"cell856",0.0285296984797707,-0.135156741594325,0.054201796010417
"cell857",0.146353028842316,-0.134146503287732,0.00232689923136087
"cell858",-0.177018353502679,-0.0276348244454422,-0.0209188511988344
"cell859",0.103257661581298,0.0667567020985591,-0.0224786375394411
