,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.9999999873980414,0.9999999873980414,0.9999999873980414,0.739579850633163,0.9473157599859405,0.09069689782336354,0.18439479594235308,0.17572523953276686,0.5148382729385048,0.6425475077412557,0.9999999873980414,0.2337445785815362,0.6178726164216641,0.03067689191084355,0.6098699489666615,0.13071023509837687,0.13504501330316998,0.7555851855431683,0.08102700798190199,0.9486495378951076
1,0.9999999873980414,0.6028676149435341,0.21640546576236375,0.05768589457147755,0.9999999873980414,0.8902967543690465,0.0,0.11637212257483043,0.029676558478968218,0.050683560548350215,0.610536837921245,0.9999999873980414,0.9999999873980414,0.7189062930410728,0.9999999873980414,0.9999999873980414,0.9999999873980414,0.9999999873980414,0.9999999873980414,0.20540179801173508
2,0.9999999873980414,0.9999999873980414,0.9999999873980414,0.817605858319439,0.9143047567340545,0.03634544802480377,0.10536845482420176,0.6328776178997941,0.6055351707618684,0.7435811843606643,0.9999999873980414,0.17039012789609842,0.1840613514650613,0.8339446377067361,0.7145715148362797,0.2827609167434275,0.682560845016269,0.6538846199691761,0.8196065251831897,0.0
3,0.9999999873980414,0.30043347403989173,0.6702233993564732,0.012337445659795776,0.9999999873980414,0.9999999873980414,0.10436812139232643,0.7509169628610834,0.05035011607105844,0.11203734437003732,0.2950983624032233,0.9999999873980414,0.9999999873980414,0.7939313004317228,0.9999999873980414,0.9986662094888743,0.9999999873980414,0.9999999873980414,0.9999999873980414,0.36578859158908017
4,0.9999999873980414,0.8692897522996645,0.8249416368198581,0.2560853585600853,0.06768922889023088,0.7045681805175263,0.28809602838009596,0.8262754147290252,0.22674224455840886,0.30643547463114373,0.8616205293219537,0.7532510742021259,0.5788596125785261,0.9253084244846832,0.13737912464421242,0.9999999873980414,0.9999999873980414,0.9999999873980414,0.6175391719443724,0.0
5,0.9999999873980414,0.5885295024199877,0.7302434052689932,0.02334111341042444,0.9999999873980414,0.0,0.0,0.13071023509837687,0.8672890854359139,0.05101700502564199,0.6508836196735501,0.9999999873980414,0.9999999873980414,0.2487495800596662,0.9999999873980414,0.9999999873980414,0.09636545393732376,0.9999999873980414,0.9999999873980414,0.7195731819956563
6,0.9999999873980414,0.9999999873980414,0.9673224286234472,0.7712570759758819,0.9366455367126036,0.08269423036836088,0.10436812139232643,0.31377125313156284,0.6415471743093804,0.19673224160214886,0.9999999873980414,0.9126375343475956,0.15071690373588353,0.8406135272525717,0.13237745748483576,0.6912304014258552,0.21340446546673775,0.37479159247595817,0.8452817499346565,0.09203067573253065
7,0.9999999873980414,0.5971990588295739,0.6112037268758286,0.07769256320898421,0.9999999873980414,0.0,0.9689896510099061,0.09936645423294976,0.018006001773755997,0.8719573081179988,0.5791930570558179,0.9999999873980414,0.9999999873980414,0.2007335753296502,0.9999999873980414,0.9999999873980414,0.15605201537255198,0.9999999873980414,0.9999999873980414,0.6798932891979348
8,0.03534511459292844,0.6332110623770859,0.17172390580526553,0.029676558478968218,0.9999999873980414,0.0,0.13971323598525487,0.08936311991419643,0.017005668341880664,0.08369456380023621,0.6562187313102186,0.9999999873980414,0.0,0.7939313004317228,0.9999999873980414,0.9999999873980414,0.9999999873980414,0.9999999873980414,0.9669889841461554,0.3221073650638573
9,0.9999999873980414,0.5198399400978815,0.7819272992492188,0.8676225299132057,0.9999999873980414,0.9189729794161394,0.9999999873980414,0.15005001478129998,0.02500833579688333,0.029676558478968218,0.37679225933970883,0.9999999873980414,0.9999999873980414,0.3207735871546902,0.9999999873980414,0.9999999873980414,0.9999999873980414,0.9999999873980414,0.9999999873980414,0.7752584097033832
10,0.9999999873980414,0.8859619761642534,0.9999999873980414,0.7659219643392134,0.9999999873980414,0.03101033638813533,0.12204067868879065,0.13271090196212754,0.09203067573253065,0.21773924367153086,0.9999999873980414,0.13437812434858643,0.7055685139494017,0.5848616131697781,0.9093030895746779,0.5795265015331097,0.9999999873980414,0.9613204280321952,0.8012670789321419,0.8696231967769563
11,0.0,0.3894631494767964,0.6248749504447915,0.7985995231138077,0.9999999873980414,0.0,0.9816605411469936,0.1437145697127562,0.06668889545835555,0.044681559957098216,0.679559844720643,0.11103701093816198,0.9999999873980414,0.7852617440221366,0.9999999873980414,0.9999999873980414,0.874624863936333,0.9999999873980414,0.9999999873980414,0.5521840543951839
